Camera,Date,X_center,Y_center,Width,Height
4,2024-01-22 13:00:00,0.767708,0.104,0.0895833,0.154
4,2024-01-22 13:00:00,0.488802,0.0775,0.143229,0.155
2,2024-02-06 20:30:00,0.82526,0.495,0.124479,0.484
2,2024-02-06 20:30:00,0.746094,0.513,0.123438,0.36
6,2024-02-27 14:15:00,0.316403,0.344716,0.024947,0.0511348
4,2024-02-23 12:45:00,0.466406,0.31,0.107813,0.41
4,2024-02-23 12:45:00,0.15651,0.0925,0.0598958,0.113
1,2024-02-07 01:15:00,0.552083,0.559,0.35625,0.32
1,2024-02-22 05:30:00,0.740991,0.202338,0.124704,0.348041
1,2024-02-22 05:30:00,0.477888,0.0903954,0.0938722,0.179817
1,2024-02-22 05:30:00,0.654634,0.131925,0.139382,0.207649
6,2024-02-16 11:00:00,0.131771,0.4135,0.0666667,0.081
6,2024-02-16 11:00:00,0.267708,0.351,0.03125,0.072
6,2024-02-16 11:00:00,0.0473958,0.441,0.0552083,0.08
6,2024-02-16 11:00:00,0.0776042,0.427,0.0447917,0.056
2,2024-01-26 19:30:00,0.867188,0.4775,0.18125,0.455
7,2024-01-27 20:30:00,0.489583,0.3075,0.222917,0.371
7,2024-01-27 20:30:00,0.524219,0.1345,0.146354,0.269
6,2024-01-29 13:15:00,0.621094,0.4,0.0765625,0.144
6,2024-01-29 13:15:00,0.703646,0.4205,0.0520833,0.151
6,2024-01-29 13:15:00,0.777344,0.396,0.116146,0.152
4,2024-02-01 13:45:00,0.0854167,0.1425,0.0739583,0.089
4,2024-02-01 13:45:00,0.0554687,0.157,0.0578125,0.082
7,2024-02-17 21:30:00,0.63151,0.822,0.285938,0.326
6,2024-02-05 11:15:00,0.325781,0.3375,0.0484375,0.071
6,2024-02-05 11:15:00,0.267969,0.3545,0.0255208,0.041
6,2024-02-05 11:15:00,0.228646,0.363,0.0520833,0.056
1,2024-02-21 19:30:00,0.325442,0.177595,0.190722,0.281436
1,2024-02-21 19:30:00,0.674159,0.163731,0.0957006,0.314622
1,2024-02-21 19:30:00,0.158562,0.804419,0.182409,0.366943
2,2024-02-19 14:15:00,0.858594,0.5175,0.190104,0.463
2,2024-02-19 14:15:00,0.28776,0.8825,0.276562,0.209
1,2024-02-25 04:15:00,0.398769,0.615437,0.259602,0.343813
7,2024-02-08 14:45:00,0.495573,0.2045,0.128646,0.381
6,2024-02-15 12:45:00,0.31276,0.352,0.0546875,0.072
6,2024-02-15 12:45:00,0.155469,0.4375,0.0567708,0.075
6,2024-02-19 13:45:00,0.778385,0.56,0.125521,0.246
6,2024-02-19 13:45:00,0.713281,0.4035,0.0536458,0.099
6,2024-02-19 13:45:00,0.394271,0.3005,0.03125,0.043
2,2024-02-11 03:00:00,0.284635,0.618,0.165104,0.326
2,2024-02-11 03:00:00,0.505469,0.5145,0.103646,0.247
2,2024-02-11 03:00:00,0.62474,0.677,0.198437,0.388
2,2024-02-20 02:15:00,0.899835,0.864917,0.20033,0.257107
2,2024-02-20 02:15:00,0.374051,0.582864,0.255601,0.435277
2,2024-01-29 14:45:00,0.814063,0.541,0.144792,0.502
2,2024-01-29 14:45:00,0.735417,0.3225,0.123958,0.339
2,2024-01-26 15:30:00,0.739844,0.472,0.171354,0.298
2,2024-01-26 15:30:00,0.906771,0.515,0.180208,0.51
2,2024-02-20 21:30:00,0.530729,0.523,0.2875,0.414
2,2024-02-20 21:30:00,0.55625,0.812,0.34375,0.376
2,2024-01-26 01:45:00,0.404427,0.5975,0.209896,0.251
2,2024-01-26 01:45:00,0.308333,0.523,0.172917,0.206
7,2024-02-21 22:30:00,0.596721,0.761228,0.340352,0.470802
7,2024-02-21 22:30:00,0.34476,0.552543,0.197569,0.555589
7,2024-01-27 02:45:00,0.619792,0.2835,0.259375,0.315
7,2024-01-27 02:45:00,0.474479,0.7655,0.259375,0.469
7,2024-01-27 16:30:00,0.603646,0.34,0.253125,0.338
7,2024-01-27 16:30:00,0.91276,0.6535,0.174479,0.683
1,2024-02-22 02:00:00,0.351302,0.79,0.251563,0.396
4,2024-02-27 13:15:00,0.48099,0.092,0.0713542,0.158
4,2024-02-27 13:15:00,0.0580729,0.157,0.0505208,0.09
4,2024-02-27 13:15:00,0.497917,0.0615,0.0479167,0.123
7,2024-02-07 15:30:00,0.352865,0.2595,0.167187,0.327
7,2024-02-07 15:30:00,0.519531,0.214,0.200521,0.32
2,2024-02-06 16:30:00,0.91849,0.541,0.148438,0.382
2,2024-02-06 16:30:00,0.760417,0.511,0.1375,0.476
1,2024-02-25 23:30:00,0.380128,0.623374,0.209268,0.328959
2,2024-02-16 01:15:00,0.375,0.515,0.209375,0.256
2,2024-02-16 01:15:00,0.692708,0.5495,0.161458,0.255
2,2024-02-16 01:15:00,0.565885,0.641,0.282813,0.354
7,2024-02-26 03:00:00,0.632396,0.79158,0.245556,0.407376
7,2024-02-26 03:00:00,0.323617,0.304239,0.153397,0.25441
2,2024-02-27 04:00:00,0.205469,0.7535,0.147396,0.463
2,2024-02-27 04:00:00,0.104167,0.6095,0.116667,0.531
7,2024-02-10 15:30:00,0.7,0.432,0.302083,0.434
7,2024-02-10 15:30:00,0.921354,0.6395,0.157292,0.669
2,2024-02-11 02:45:00,0.295312,0.606,0.203125,0.258
2,2024-02-11 02:45:00,0.504687,0.5,0.114583,0.17
2,2024-02-11 02:45:00,0.534375,0.7355,0.207292,0.287
2,2024-02-11 16:30:00,0.653646,0.381,0.188542,0.37
2,2024-02-11 16:30:00,0.786198,0.4165,0.105729,0.319
6,2024-02-19 12:00:00,0.299219,0.3455,0.0307292,0.065
6,2024-02-19 12:00:00,0.394531,0.292,0.0234375,0.032
2,2024-01-29 20:30:00,0.431771,0.632,0.192708,0.566
2,2024-02-01 01:15:00,0.394531,0.827,0.244271,0.32
2,2024-02-24 05:30:00,0.715365,0.366,0.164062,0.354
2,2024-02-24 05:30:00,0.380729,0.877,0.31875,0.238
7,2024-01-28 19:30:00,0.788021,0.2835,0.176042,0.371
7,2024-01-28 19:30:00,0.567969,0.285,0.174479,0.38
6,2024-02-15 13:00:00,0.31901,0.35,0.0494792,0.068
6,2024-02-15 13:00:00,0.550521,0.2975,0.05625,0.071
2,2024-01-31 01:45:00,0.547917,0.851,0.191667,0.204
2,2024-01-31 01:45:00,0.334115,0.738,0.229687,0.242
2,2024-01-31 15:30:00,0.704427,0.4485,0.210938,0.285
2,2024-01-31 15:30:00,0.899479,0.4955,0.172917,0.537
7,2024-01-30 16:30:00,0.319271,0.362,0.210417,0.43
7,2024-01-30 16:30:00,0.490625,0.2255,0.107292,0.335
7,2024-01-30 16:30:00,0.435156,0.076,0.135937,0.152
6,2024-02-24 12:15:00,0.281771,0.4055,0.0604167,0.113
6,2024-02-24 12:15:00,0.359115,0.3775,0.0869792,0.123
2,2024-01-21 21:30:00,0.257031,0.799,0.319271,0.366
2,2024-01-21 21:30:00,0.898177,0.536,0.199479,0.442
2,2024-01-21 21:30:00,0.151302,0.3355,0.148438,0.273
2,2024-02-27 01:45:00,0.39604,0.832752,0.255232,0.293179
2,2024-02-27 01:45:00,0.200876,0.304418,0.151979,0.329783
2,2024-02-27 01:45:00,0.278522,0.323904,0.107244,0.275443
7,2024-02-26 02:45:00,0.641074,0.786834,0.234194,0.415012
7,2024-02-26 02:45:00,0.40716,0.223578,0.0990314,0.357311
7,2024-02-26 16:30:00,0.949794,0.640541,0.100394,0.470591
2,2024-02-06 03:00:00,0.498437,0.913,0.309375,0.174
2,2024-02-06 03:00:00,0.715104,0.564,0.233333,0.196
2,2024-02-06 03:00:00,0.441146,0.532,0.19375,0.26
6,2024-02-12 11:15:00,0.228385,0.4265,0.0619792,0.113
1,2024-02-22 03:45:00,0.366667,0.748,0.240625,0.424
1,2024-02-22 03:45:00,0.472135,0.908,0.220312,0.172
7,2024-01-27 03:00:00,0.594531,0.818,0.196354,0.318
1,2024-02-22 17:30:00,0.09375,0.6005,0.1875,0.489
1,2024-02-22 17:30:00,0.717708,0.2155,0.202083,0.343
4,2024-02-27 12:45:00,0.619531,0.2535,0.222396,0.303
4,2024-02-27 12:45:00,0.211719,0.073,0.0619792,0.084
4,2024-02-27 12:45:00,0.565365,0.0775,0.0661458,0.155
6,2024-02-23 14:15:00,0.554948,0.4985,0.177604,0.185
6,2024-02-23 14:15:00,0.730729,0.3945,0.110417,0.117
6,2024-02-23 14:15:00,0.485938,0.4635,0.135417,0.165
6,2024-02-23 14:15:00,0.580208,0.4095,0.06875,0.111
6,2024-02-12 11:00:00,0.375,0.301,0.0229167,0.048
6,2024-02-12 11:00:00,0.354687,0.3085,0.01875,0.043
6,2024-02-12 11:00:00,0.322917,0.3175,0.0364583,0.053
1,2024-02-26 05:30:00,0.608073,0.201,0.120313,0.376
1,2024-02-26 05:30:00,0.802083,0.281,0.107292,0.402
1,2024-02-26 05:30:00,0.709635,0.242,0.125521,0.274
2,2024-01-22 19:30:00,0.946354,0.5935,0.0989583,0.433
7,2024-01-23 20:30:00,0.744792,0.355,0.194792,0.392
7,2024-01-23 20:30:00,0.833333,0.584,0.192708,0.594
7,2024-01-27 03:15:00,0.61276,0.8185,0.290104,0.363
2,2024-02-16 18:30:00,0.30275,0.829541,0.385285,0.315747
7,2024-02-17 17:30:00,0.51849,0.336,0.230729,0.376
7,2024-02-17 17:30:00,0.93151,0.6245,0.136979,0.671
7,2024-02-03 19:30:00,0.555208,0.3305,0.264583,0.377
7,2024-02-03 19:30:00,0.903385,0.6885,0.193229,0.601
7,2024-02-22 14:45:00,0.564063,0.2415,0.191667,0.293
7,2024-02-22 14:45:00,0.430208,0.2,0.105208,0.358
2,2024-02-02 20:30:00,0.695052,0.555,0.231771,0.188
2,2024-02-02 20:30:00,0.73125,0.3555,0.120833,0.333
2,2024-02-09 12:15:00,0.134375,0.3275,0.157292,0.227
2,2024-02-09 12:15:00,0.10026,0.496,0.130729,0.362
2,2024-02-07 00:30:00,0.525,0.5345,0.132292,0.265
2,2024-02-07 00:30:00,0.416667,0.564,0.185417,0.44
2,2024-02-07 00:30:00,0.591406,0.9015,0.360938,0.197
6,2024-02-15 13:15:00,0.266927,0.3555,0.0317708,0.065
6,2024-02-15 13:15:00,0.291146,0.364,0.0395833,0.052
6,2024-02-15 13:15:00,0.382031,0.302,0.0348958,0.044
6,2024-02-05 14:45:00,0.330729,0.4075,0.04375,0.089
6,2024-01-29 12:45:00,0.365104,0.397,0.0739583,0.098
6,2024-01-29 12:45:00,0.41875,0.429,0.06875,0.126
6,2024-01-29 12:45:00,0.527865,0.4405,0.157812,0.169
6,2024-01-29 12:45:00,0.793229,0.4195,0.0895833,0.125
4,2024-02-01 12:15:00,0.0744792,0.1765,0.0614583,0.149
4,2024-02-01 12:15:00,0.181771,0.0945,0.0489583,0.101
1,2024-02-25 01:45:00,0.374219,0.6065,0.213021,0.337
7,2024-02-21 18:30:00,0.808073,0.5225,0.206771,0.573
6,2024-02-19 12:15:00,0.33724,0.4055,0.0505208,0.087
6,2024-02-19 12:15:00,0.353906,0.321,0.0338542,0.052
4,2024-01-31 12:45:00,0.349479,0.2485,0.147917,0.265
4,2024-01-31 12:45:00,0.248698,0.2045,0.128646,0.311
4,2024-01-31 12:45:00,0.959635,0.1695,0.0713542,0.171
2,2024-02-20 17:30:00,0.254152,0.795255,0.339281,0.38212
2,2024-01-26 23:30:00,0.779948,0.4995,0.105729,0.389
2,2024-01-26 23:30:00,0.178125,0.769,0.178125,0.416
2,2024-02-01 01:00:00,0.441667,0.467,0.197917,0.402
2,2024-01-31 23:30:00,0.513542,0.722,0.310417,0.258
2,2024-02-23 19:30:00,0.970855,0.59094,0.0582893,0.419155
7,2024-02-22 20:30:00,0.425521,0.342,0.245833,0.402
7,2024-02-22 20:30:00,0.171354,0.8095,0.342708,0.377
7,2024-02-26 03:15:00,0.61224,0.7775,0.291146,0.441
7,2024-02-26 03:15:00,0.336979,0.295,0.186458,0.272
2,2024-02-16 01:00:00,0.366927,0.5185,0.194271,0.263
2,2024-02-16 01:00:00,0.692187,0.549,0.163542,0.26
2,2024-02-16 01:00:00,0.565365,0.6435,0.282813,0.361
1,2024-02-07 06:30:00,0.694792,0.154,0.222917,0.308
1,2024-02-07 06:30:00,0.185938,0.412,0.160417,0.352
2,2024-02-12 00:30:00,0.385677,0.51,0.216146,0.284
2,2024-02-12 00:30:00,0.752865,0.575,0.155729,0.278
2,2024-02-12 00:30:00,0.664844,0.7175,0.221354,0.369
1,2024-02-22 02:15:00,0.345313,0.79,0.245833,0.392
4,2024-02-16 12:15:00,0.489323,0.2375,0.197396,0.287
4,2024-02-16 12:15:00,0.114062,0.1825,0.0708333,0.165
4,2024-02-16 12:15:00,0.0640625,0.177,0.071875,0.152
7,2024-01-23 14:45:00,0.914583,0.656,0.152083,0.648
7,2024-01-23 14:45:00,0.970052,0.5375,0.0598958,0.239
4,2024-02-27 13:00:00,0.571615,0.1095,0.0734375,0.185
4,2024-02-27 13:00:00,0.490885,0.117,0.0953125,0.148
4,2024-02-27 13:00:00,0.296094,0.041,0.0588542,0.082
6,2024-02-09 14:00:00,0.373177,0.3035,0.0192708,0.039
6,2024-02-09 14:00:00,0.319792,0.348,0.03125,0.07
6,2024-02-09 14:00:00,0.302083,0.3555,0.0177083,0.065
2,2024-02-20 02:00:00,0.929688,0.707,0.140625,0.338
2,2024-02-20 02:00:00,0.948438,0.562,0.103125,0.348
1,2024-02-22 21:30:00,0.485858,0.229084,0.177882,0.336432
1,2024-02-22 21:30:00,0.929545,0.610863,0.140821,0.730403
1,2024-02-22 21:30:00,0.605899,0.215657,0.0854685,0.263384
4,2024-01-31 13:00:00,0.119271,0.1225,0.0510417,0.107
4,2024-01-31 13:00:00,0.172656,0.1055,0.0703125,0.133
4,2024-01-31 13:00:00,0.147917,0.165,0.078125,0.13
7,2024-02-27 00:30:00,0.500244,0.783984,0.301428,0.41003
1,2024-02-25 04:00:00,0.375485,0.605278,0.215596,0.319331
2,2024-02-27 23:30:00,0.0846354,0.3175,0.125521,0.301
6,2024-02-24 13:45:00,0.503906,0.4565,0.115104,0.163
6,2024-02-24 13:45:00,0.615885,0.437,0.0859375,0.138
6,2024-02-24 13:45:00,0.330208,0.403,0.0479167,0.104
6,2024-02-24 13:45:00,0.527344,0.4825,0.111979,0.159
6,2024-02-24 13:45:00,0.609375,0.5565,0.113542,0.143
1,2024-02-07 01:00:00,0.540625,0.5655,0.327083,0.331
6,2024-02-16 11:15:00,0.347656,0.3125,0.0307292,0.039
6,2024-02-16 11:15:00,0.323437,0.3145,0.028125,0.043
6,2024-02-16 11:15:00,0.40625,0.295,0.0197917,0.034
7,2024-02-04 21:30:00,0.891146,0.6975,0.15625,0.605
7,2024-02-04 21:30:00,0.876563,0.3465,0.151042,0.355
1,2024-02-26 17:30:00,0.084375,0.716,0.16875,0.528
1,2024-02-26 17:30:00,0.307812,0.238,0.23125,0.356
1,2024-02-26 17:30:00,0.123438,0.4815,0.18125,0.299
1,2024-02-26 03:45:00,0.446094,0.5275,0.251563,0.297
2,2024-02-23 01:45:00,0.40026,0.8275,0.264062,0.313
2,2024-02-23 01:45:00,0.420833,0.4165,0.145833,0.405
2,2024-02-23 01:45:00,0.51901,0.5325,0.135937,0.191
2,2024-02-09 23:30:00,0.472917,0.6145,0.163542,0.277
2,2024-02-09 23:30:00,0.634375,0.6795,0.141667,0.291
2,2024-02-09 23:30:00,0.555729,0.8725,0.380208,0.255
2,2024-02-23 15:30:00,0.669218,0.405154,0.186816,0.419926
7,2024-02-22 16:30:00,0.0942336,0.845413,0.188043,0.303434
7,2024-02-22 16:30:00,0.968779,0.705032,0.0624422,0.408509
1,2024-01-27 02:00:00,0.601302,0.7155,0.243229,0.553
1,2024-01-27 02:00:00,0.444792,0.568,0.236458,0.34
4,2024-01-22 13:15:00,0.311979,0.051,0.0697917,0.102
4,2024-01-22 13:15:00,0.184115,0.077,0.0765625,0.126
2,2024-02-19 17:30:00,0.855208,0.529,0.157292,0.36
6,2024-02-11 13:00:00,0.320833,0.319,0.0375,0.05
6,2024-02-11 13:00:00,0.311458,0.3485,0.0364583,0.065
6,2024-02-11 13:00:00,0.23125,0.3675,0.0489583,0.061
7,2024-02-18 18:30:00,0.353646,0.1815,0.0958333,0.349
7,2024-02-14 15:30:00,0.36322,0.173815,0.194612,0.30275
7,2024-02-14 15:30:00,0.586772,0.301944,0.246006,0.403651
2,2024-02-15 16:30:00,0.856771,0.6105,0.138542,0.415
2,2024-02-15 16:30:00,0.371094,0.855,0.226562,0.29
2,2024-02-15 02:45:00,0.846875,0.449,0.246875,0.414
2,2024-02-05 01:15:00,0.704427,0.573,0.193229,0.254
2,2024-02-05 01:15:00,0.591667,0.8855,0.338542,0.217
2,2024-02-05 01:15:00,0.314063,0.6705,0.213542,0.265
4,2024-02-09 13:00:00,0.0520833,0.2585,0.104167,0.171
4,2024-02-09 13:00:00,0.0817708,0.167,0.10625,0.176
7,2024-02-21 12:45:00,0.870916,0.744708,0.110847,0.421902
7,2024-02-03 15:30:00,0.792188,0.84,0.413542,0.316
7,2024-02-03 15:30:00,0.324219,0.5925,0.190104,0.557
2,2024-02-12 01:15:00,0.375781,0.5035,0.221354,0.267
2,2024-02-12 01:15:00,0.751563,0.5865,0.176042,0.311
2,2024-02-12 01:15:00,0.648177,0.7195,0.255729,0.423
1,2024-02-21 23:30:00,0.476396,0.11044,0.130212,0.217665
1,2024-02-21 23:30:00,0.63834,0.925423,0.231067,0.146584
1,2024-01-27 03:45:00,0.663281,0.7185,0.185938,0.325
1,2024-01-27 03:45:00,0.48776,0.6525,0.202604,0.307
1,2024-01-27 03:45:00,0.508594,0.8895,0.265104,0.211
2,2024-02-23 04:00:00,0.541078,0.604695,0.238507,0.319077
2,2024-02-23 04:00:00,0.681413,0.530773,0.213242,0.192902
2,2024-02-23 04:00:00,0.370176,0.506148,0.198217,0.238747
2,2024-01-22 01:45:00,0.515885,0.7755,0.242188,0.353
2,2024-01-22 01:45:00,0.359375,0.5435,0.252083,0.269
2,2024-01-22 01:45:00,0.536458,0.5725,0.135417,0.171
6,2024-02-06 13:00:00,0.333073,0.3455,0.0453125,0.059
6,2024-02-06 13:00:00,0.283333,0.3255,0.0229167,0.039
2,2024-02-24 21:30:00,0.714063,0.3545,0.191667,0.369
2,2024-01-22 15:30:00,0.846615,0.4855,0.215104,0.299
2,2024-01-22 15:30:00,0.114062,0.6755,0.178125,0.533
1,2024-02-26 02:00:00,0.0830729,0.799,0.164062,0.386
7,2024-01-23 16:30:00,0.346354,0.2355,0.155208,0.275
7,2024-01-23 16:30:00,0.892969,0.6615,0.214062,0.527
7,2024-02-25 22:30:00,0.505893,0.657406,0.166364,0.637787
7,2024-02-25 22:30:00,0.86697,0.657729,0.266061,0.494722
4,2024-02-23 13:15:00,0.41849,0.082,0.0651042,0.144
4,2024-02-23 13:15:00,0.170313,0.084,0.0604167,0.102
4,2024-02-23 13:15:00,0.479687,0.0535,0.0697917,0.107
1,2024-02-07 04:45:00,0.452604,0.8545,0.353125,0.291
4,2024-02-09 12:45:00,0.0841146,0.1905,0.120313,0.195
4,2024-02-09 12:45:00,0.201823,0.197,0.0932292,0.2
4,2024-02-09 12:45:00,0.476562,0.2355,0.161458,0.301
7,2024-02-25 01:15:00,0.601823,0.758,0.231771,0.472
7,2024-02-25 01:15:00,0.323958,0.3245,0.160417,0.279
2,2024-02-24 02:15:00,0.534635,0.5685,0.148438,0.217
2,2024-02-24 02:15:00,0.373698,0.493,0.211979,0.228
2,2024-02-24 02:15:00,0.707292,0.8075,0.259375,0.381
7,2024-02-13 21:30:00,0.429896,0.240614,0.112719,0.338196
7,2024-02-13 21:30:00,0.482738,0.157228,0.200202,0.297783
4,2024-02-05 13:45:00,0.705729,0.086,0.138542,0.172
1,2024-02-21 04:15:00,0.325521,0.843,0.202083,0.302
1,2024-02-25 19:30:00,0.864798,0.414435,0.152658,0.47906
1,2024-02-25 19:30:00,0.294142,0.21515,0.189183,0.322244
1,2024-02-25 19:30:00,0.665978,0.0866921,0.0674956,0.1644
2,2024-02-12 22:30:00,0.410938,0.661,0.155208,0.598
2,2024-02-12 22:30:00,0.503385,0.6095,0.133854,0.407
2,2024-02-12 22:30:00,0.21901,0.873,0.183854,0.236
4,2024-02-24 11:00:00,0.474479,0.0505,0.0520833,0.101
6,2024-02-11 12:45:00,0.380469,0.3435,0.0401042,0.073
6,2024-02-11 12:45:00,0.376563,0.295,0.0416667,0.06
6,2024-02-11 12:45:00,0.31224,0.351,0.0421875,0.092
